ecrivain,ecrivainLabel,nationaliteLabel,dateNaissance,dateMort,lieuNaissanceLabel,lieuDecesLabel,GeolocLieuNaissance,GeolocLieuDeces
http://www.wikidata.org/entity/Q174210,Julio Cortázar,Argentine,1914-08-26T00:00:00Z,1984-02-12T00:00:00Z,Ixelles,Paris,Point(4.361388888 50.830277777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q185085,Miguel de Unamuno,Espagne,1864-09-29T00:00:00Z,1936-12-31T00:00:00Z,Bilbao,Salamanque,Point(-2.953333333 43.262222222),Point(-5.663888888 40.965)
http://www.wikidata.org/entity/Q181920,Tony Hillerman,États-Unis,1925-05-27T00:00:00Z,2008-10-26T00:00:00Z,Oklahoma,Albuquerque,Point(-98.0 35.5),Point(-106.616666666 35.116666666)
http://www.wikidata.org/entity/Q187331,Zelda Popkin,États-Unis,1898-07-05T00:00:00Z,1983-05-25T00:00:00Z,New York,Silver Spring,Point(-73.94 40.67),Point(-77.019004 39.004242)
http://www.wikidata.org/entity/Q183167,G. K. Chesterton,Royaume-Uni de Grande-Bretagne et d'Irlande,1874-05-29T00:00:00Z,1936-06-14T00:00:00Z,Kensington,Beaconsfield,Point(-0.1909 51.5004),Point(-0.634680555 51.600872222)
http://www.wikidata.org/entity/Q184622,Jean Genet,France,1910-12-19T00:00:00Z,1986-04-15T00:00:00Z,Paris,Paris,Point(2.351827777 48.856577777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q180377,Raymond Chandler,États-Unis,1888-07-23T00:00:00Z,1959-03-26T00:00:00Z,Chicago,La Jolla,Point(-87.65 41.9),Point(-117.276944444 32.84)
http://www.wikidata.org/entity/Q185333,Roger Mais,Jamaïque,1905-08-11T00:00:00Z,1955-06-21T00:00:00Z,Kingston,Kingston,Point(-76.8 17.983333333),Point(-76.8 17.983333333)
http://www.wikidata.org/entity/Q176579,Itō Sachio,Japon,1864-09-18T00:00:00Z,1913-07-30T00:00:00Z,province de Kazusa,Tokyo,Point(140.116882 35.30616),Point(139.77 35.68)
http://www.wikidata.org/entity/Q182658,Harper Lee,États-Unis,1926-04-28T00:00:00Z,2016-02-19T00:00:00Z,Monroeville,Monroeville,Point(-87.327543 31.518075),Point(-87.327543 31.518075)
http://www.wikidata.org/entity/Q181573,Fazil Iskander,Russie,1929-03-06T00:00:00Z,2016-07-31T00:00:00Z,Soukhoumi,Peredelkino,Point(41.015277777 43.003333333),Point(37.3325 55.655555555)
http://www.wikidata.org/entity/Q183167,G. K. Chesterton,Royaume-Uni,1874-05-29T00:00:00Z,1936-06-14T00:00:00Z,Kensington,Beaconsfield,Point(-0.1909 51.5004),Point(-0.634680555 51.600872222)
http://www.wikidata.org/entity/Q187019,Philip Roth,États-Unis,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,Newark,Manhattan,Point(-74.185 40.735277777),Point(-73.994166666 40.728333333)
http://www.wikidata.org/entity/Q185714,Daniel Keyes,États-Unis,1927-08-09T00:00:00Z,2014-06-15T00:00:00Z,Brooklyn,Boca Raton,Point(-73.990277777 40.692777777),Point(-80.1 26.368611111)
http://www.wikidata.org/entity/Q189869,Benito Pérez Galdós,Espagne,1843-05-10T00:00:00Z,1920-01-04T00:00:00Z,Las Palmas de Gran Canaria,Madrid,Point(-15.431388888 28.127222222),Point(-3.691944444 40.418888888)
http://www.wikidata.org/entity/Q185406,Samuel Hopkins Adams,États-Unis,1871-01-26T00:00:00Z,1958-11-15T00:00:00Z,Dunkirk,Beaufort,Point(-79.333888888 42.479444444),Point(-80.689444444 32.431944444)
http://www.wikidata.org/entity/Q192069,Enid Blyton,Royaume-Uni,1897-08-11T00:00:00Z,1968-11-28T00:00:00Z,Londres,Hampstead,Point(-0.1275 51.507222222),Point(-0.1744 51.5541)
http://www.wikidata.org/entity/Q184535,Sofia Kovalevskaïa,Empire russe,1850-01-15T00:00:00Z,1891-02-10T00:00:00Z,Moscou,Q10519255,Point(37.617777777 55.755833333),Point(18.08046 59.33524)
http://www.wikidata.org/entity/Q181667,Washington Irving,États-Unis,1783-04-03T00:00:00Z,1859-11-28T00:00:00Z,New York,Tarrytown,Point(-73.94 40.67),Point(-73.859722222 41.069166666)
http://www.wikidata.org/entity/Q181573,Fazil Iskander,Union des républiques socialistes soviétiques,1929-03-06T00:00:00Z,2016-07-31T00:00:00Z,Soukhoumi,Peredelkino,Point(41.015277777 43.003333333),Point(37.3325 55.655555555)
http://www.wikidata.org/entity/Q187765,Henry Miller,États-Unis,1891-12-26T00:00:00Z,1980-06-07T00:00:00Z,New York,Pacific Palisades,Point(-73.94 40.67),Point(-118.52556 34.04806)
http://www.wikidata.org/entity/Q177411,Jean Giono,France,1895-03-30T00:00:00Z,1970-10-09T00:00:00Z,Manosque,Manosque,Point(5.783055555 43.833333333),Point(5.783055555 43.833333333)
http://www.wikidata.org/entity/Q181659,Ursula K. Le Guin,États-Unis,1929-10-21T00:00:00Z,2018-01-22T00:00:00Z,Berkeley,Portland,Point(-122.268055555 37.870277777),Point(-122.666666666 45.516666666)
http://www.wikidata.org/entity/Q191023,Dylan Thomas,pays de Galles,1914-10-27T00:00:00Z,1953-11-09T00:00:00Z,Swansea,New York,Point(-3.95 51.616666666),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q189642,Zenna Henderson,États-Unis,1917-11-01T00:00:00Z,1983-05-11T00:00:00Z,Tucson,Tucson,Point(-110.926388888 32.221666666),Point(-110.926388888 32.221666666)
http://www.wikidata.org/entity/Q186335,Dashiell Hammett,États-Unis,1894-05-27T00:00:00Z,1961-01-10T00:00:00Z,Baltimore,New York,Point(-76.615 39.286388888),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q176909,Walker Percy,États-Unis,1916-05-28T00:00:00Z,1990-05-10T00:00:00Z,Birmingham,Covington,Point(-86.80249 33.52066),Point(-90.1042 30.4789)
http://www.wikidata.org/entity/Q177565,Virginie Ancelot,France,1792-03-15T00:00:00Z,1875-03-20T00:00:00Z,Dijon,Paris,Point(5.041944444 47.323055555),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q186326,Ryūnosuke Akutagawa,Japon,1892-03-01T00:00:00Z,1927-07-24T00:00:00Z,Tokyo,Tokyo,Point(139.774444 35.683889),Point(139.774444 35.683889)
http://www.wikidata.org/entity/Q193111,Mika Waltari,Finlande,1908-09-19T00:00:00Z,1979-08-26T00:00:00Z,Helsinki,Helsinki,Point(24.948611111 60.173333333),Point(24.948611111 60.173333333)
http://www.wikidata.org/entity/Q180962,Norman Mailer,États-Unis,1923-01-31T00:00:00Z,2007-11-10T00:00:00Z,Long Branch,New York,Point(-73.9899 40.2954),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q183007,Betje Wolff,Pays-Bas,1738-07-24T00:00:00Z,1804-11-05T00:00:00Z,Flessingue,La Haye,Point(3.583333333 51.45),Point(4.3175 52.084166666)
http://www.wikidata.org/entity/Q176736,Piero Chiara,Italie,1913-03-13T00:00:00Z,1986-12-31T00:00:00Z,Luino,Varèse,Point(8.75 46.0),Point(8.833333333 45.816666666)
http://www.wikidata.org/entity/Q178602,Laurence Payne,Royaume-Uni,1919-06-05T00:00:00Z,2009-02-23T00:00:00Z,Londres,Londres,Point(-0.1275 51.507222222),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q188176,William S. Burroughs,États-Unis,1914-02-05T00:00:00Z,1997-08-02T00:00:00Z,Saint-Louis,Lawrence,Point(-90.2 38.616666666),Point(-95.235277777 38.971666666)
http://www.wikidata.org/entity/Q184535,Sofia Kovalevskaïa,Suède,1850-01-15T00:00:00Z,1891-02-10T00:00:00Z,Moscou,Q10519255,Point(37.617777777 55.755833333),Point(18.08046 59.33524)
http://www.wikidata.org/entity/Q188848,María Elena Walsh,Argentine,1930-02-01T00:00:00Z,2011-01-10T00:00:00Z,Ramos Mejía,Buenos Aires,Point(-58.566666666 -34.65),Point(-58.381944444 -34.599722222)
http://www.wikidata.org/entity/Q182870,Mario Puzo,États-Unis,1920-10-15T00:00:00Z,1999-07-02T00:00:00Z,New York,Long Island,Point(-73.94 40.67),Point(-73.253616 40.805805)
http://www.wikidata.org/entity/Q174181,James Hanley,Royaume-Uni,1897-09-03T00:00:00Z,1985-11-11T00:00:00Z,Liverpool,Londres,Point(-3.0 53.416666666),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q176909,Walker Percy,États-Unis,1916-05-28T00:00:00Z,1990-05-10T00:00:00Z,Birmingham,Covington,Point(-86.81274 33.524755),Point(-90.1042 30.4789)
http://www.wikidata.org/entity/Q183713,Théophile Gautier,France,1811-08-31T00:00:00Z,1872-10-22T00:00:00Z,Tarbes,Neuilly-sur-Seine,Point(0.074444444 43.232777777),Point(2.2675 48.887222222)
http://www.wikidata.org/entity/Q187324,Zelda Fitzgerald,États-Unis,1900-07-24T00:00:00Z,1948-03-10T00:00:00Z,Montgomery,Asheville,Point(-86.279166666 32.361666666),Point(-82.555833333 35.58)
http://www.wikidata.org/entity/Q179680,Alfred de Musset,France,1810-12-11T00:00:00Z,1857-05-02T00:00:00Z,Paris,Paris,Point(2.351827777 48.856577777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q179059,A. J. Cronin,Royaume-Uni de Grande-Bretagne et d'Irlande,1896-07-19T00:00:00Z,1981-01-06T00:00:00Z,Cardross,Montreux,Point(-4.63333 55.9667),Point(6.916666666 46.433333333)
http://www.wikidata.org/entity/Q186630,Ernesto Sábato,Espagne,1911-06-24T00:00:00Z,2011-04-30T00:00:00Z,Q2280901,Santos Lugares,Point(-60.733333333 -34.183333333),Point(-58.55 -34.6)
http://www.wikidata.org/entity/Q192279,Alexis Nikolaïevitch Tolstoï,Union des républiques socialistes soviétiques,1883-01-10T00:00:00Z,1945-02-23T00:00:00Z,Pougatchev,Moscou,Point(48.8 52.016666666),Point(37.617777777 55.755833333)
http://www.wikidata.org/entity/Q192331,Nikolaï Tchernychevski,Empire russe,1828-07-24T00:00:00Z,1889-10-29T00:00:00Z,Saratov,Saratov,Point(46.0 51.533333333),Point(46.0 51.533333333)
http://www.wikidata.org/entity/Q182874,Cao Xueqin,dynastie Qing,1724-07-12T00:00:00Z,1763-01-01T00:00:00Z,Nankin,Pékin,Point(118.766666666 32.05),Point(116.391388888 39.905)
http://www.wikidata.org/entity/Q179059,A. J. Cronin,Royaume-Uni,1896-07-19T00:00:00Z,1981-01-06T00:00:00Z,Cardross,Montreux,Point(-4.63333 55.9667),Point(6.916666666 46.433333333)
http://www.wikidata.org/entity/Q184535,Sofia Kovalevskaïa,Empire russe,1850-01-15T00:00:00Z,1891-02-10T00:00:00Z,Moscou,Q10519255,Point(37.617777777 55.755833333),Point(18.08112778 59.33560278)
http://www.wikidata.org/entity/Q191023,Dylan Thomas,Royaume-Uni,1914-10-27T00:00:00Z,1953-11-09T00:00:00Z,Swansea,New York,Point(-3.95 51.616666666),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q189119,Edward Morgan Forster,Royaume-Uni,1879-01-01T00:00:00Z,1970-06-07T00:00:00Z,Londres,Coventry,Point(-0.1275 51.507222222),Point(-1.516666666 52.416666666)
http://www.wikidata.org/entity/Q177411,Jean Giono,France,1895-03-30T00:00:00Z,1970-10-08T00:00:00Z,Manosque,Manosque,Point(5.783055555 43.833333333),Point(5.783055555 43.833333333)
http://www.wikidata.org/entity/Q177300,René Lote,France,1883-01-01T00:00:00Z,1944-08-18T00:00:00Z,Lorient,Quéven,Point(-3.366388888 47.745833333),Point(-3.415277777 47.788611111)
http://www.wikidata.org/entity/Q174210,Julio Cortázar,France,1914-08-26T00:00:00Z,1984-02-12T00:00:00Z,Ixelles,Paris,Point(4.361388888 50.830277777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q185696,Louisa May Alcott,États-Unis,1832-11-29T00:00:00Z,1888-03-06T00:00:00Z,Germantown,Massachusetts,Point(-75.181944444 40.043611111),Point(-71.8 42.3)
http://www.wikidata.org/entity/Q188440,Irving Wallace,États-Unis,1916-03-19T00:00:00Z,1990-06-29T00:00:00Z,Chicago,Los Angeles,Point(-87.65 41.9),Point(-118.25 34.05)
http://www.wikidata.org/entity/Q185151,Ronnie James Dio,États-Unis,1942-07-10T00:00:00Z,2010-05-16T00:00:00Z,Portsmouth,Houston,Point(-70.76075 43.07572),Point(-95.383055555 29.762777777)
http://www.wikidata.org/entity/Q191716,Gene Roddenberry,États-Unis,1921-08-19T00:00:00Z,1991-10-24T00:00:00Z,El Paso,Santa Monica,Point(-106.423333333 31.790277777),Point(-118.481388888 34.021944444)
http://www.wikidata.org/entity/Q186221,Alphonse Karr,France,1808-11-24T00:00:00Z,1890-09-29T00:00:00Z,Paris,Saint-Raphaël,Point(2.351827777 48.856577777),Point(6.767777777 43.424722222)
http://www.wikidata.org/entity/Q184440,Jorge Amado,Brésil,1912-08-10T00:00:00Z,2001-08-06T00:00:00Z,Itabuna,Salvador,Point(-39.28 -14.785833333),Point(-38.510833333 -12.970833333)
http://www.wikidata.org/entity/Q186630,Ernesto Sábato,Argentine,1911-06-24T00:00:00Z,2011-04-30T00:00:00Z,Q2280901,Santos Lugares,Point(-60.733333333 -34.183333333),Point(-58.55 -34.6)
http://www.wikidata.org/entity/Q180251,Paddy Chayefsky,États-Unis,1923-01-29T00:00:00Z,1981-08-01T00:00:00Z,New York,New York,Point(-73.94 40.67),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q188440,Irving Wallace,États-Unis,1916-03-19T00:00:00Z,1990-06-29T00:00:00Z,Chicago,Los Angeles,Point(-87.65 41.9),Point(-118.24368 34.05223)
http://www.wikidata.org/entity/Q188093,Langston Hughes,États-Unis,1902-02-01T00:00:00Z,1967-05-22T00:00:00Z,Joplin,New York,Point(-94.5131 37.0842),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q185696,Louisa May Alcott,États-Unis,1832-11-29T00:00:00Z,1888-03-06T00:00:00Z,Germantown,Boston,Point(-75.181944444 40.043611111),Point(-71.061666666 42.357777777)
http://www.wikidata.org/entity/Q182874,Cao Xueqin,Chine,1724-07-12T00:00:00Z,1763-01-01T00:00:00Z,Nankin,Pékin,Point(118.766666666 32.05),Point(116.391388888 39.905)
http://www.wikidata.org/entity/Q186273,Abe Kōbō,Japon,1924-03-07T00:00:00Z,1993-01-22T00:00:00Z,Tokyo,Tokyo,Point(139.774444 35.683889),Point(139.774444 35.683889)
http://www.wikidata.org/entity/Q175205,John William De Forest,États-Unis,1826-05-31T00:00:00Z,1906-07-17T00:00:00Z,Seymour,New Haven,Point(-73.07594 41.39676),Point(-72.925 41.308333333)
http://www.wikidata.org/entity/Q192279,Alexis Nikolaïevitch Tolstoï,Empire russe,1883-01-10T00:00:00Z,1945-02-23T00:00:00Z,Pougatchev,Moscou,Point(48.8 52.016666666),Point(37.617777777 55.755833333)
http://www.wikidata.org/entity/Q184535,Sofia Kovalevskaïa,Suède,1850-01-15T00:00:00Z,1891-02-10T00:00:00Z,Moscou,Q10519255,Point(37.617777777 55.755833333),Point(18.08112778 59.33560278)
http://www.wikidata.org/entity/Q175205,John William De Forest,États-Unis,1826-05-31T00:00:00Z,1906-07-17T00:00:00Z,Seymour,New Haven,Point(-73.086944444 41.384166666),Point(-72.925 41.308333333)
http://www.wikidata.org/entity/Q180339,Giovanni Battista Belzoni,République de Venise,1778-11-05T00:00:00Z,1823-12-03T00:00:00Z,Padoue,Bénin,Point(11.877777777 45.406388888),Point(2.183333333 8.833333333)
http://www.wikidata.org/entity/Q188569,William Godwin,Royaume-Uni,1756-03-03T00:00:00Z,1836-04-07T00:00:00Z,Wisbech,Londres,Point(0.160311111 52.664161111),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q108206,John Bunyan,Royaume d'Angleterre,1628-11-30T00:00:00Z,1688-08-31T00:00:00Z,Angleterre,Londres,Point(-0.116666666 51.5),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q119563,Francisco Coloane,Chili,1910-07-19T00:00:00Z,2002-08-05T00:00:00Z,Quemchi,Santiago,Point(-73.516666666 -42.133333333),Point(-70.666666666 -33.45)
http://www.wikidata.org/entity/Q123469,Sinclair Lewis,États-Unis,1885-05-07T00:00:00Z,1951-01-10T00:00:00Z,Sauk Centre,Rome,Point(-94.954166666 45.736388888),Point(12.482777777 41.893055555)
http://www.wikidata.org/entity/Q131326,Eyvind Johnson,Suède,1900-07-29T00:00:00Z,1976-08-25T00:00:00Z,Boden,Stockholm,Point(21.70456347 65.818248726),Point(18.068611111 59.329444444)
http://www.wikidata.org/entity/Q115754,José Giovanni,France,1923-06-22T00:00:00Z,2004-04-24T00:00:00Z,Paris,Lausanne,Point(2.351827777 48.856577777),Point(6.633333333 46.533333333)
http://www.wikidata.org/entity/Q131549,Claude Simon,France,1913-10-10T00:00:00Z,2005-07-06T00:00:00Z,Antananarivo,Paris,Point(47.521388888 -18.938611111),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q118057,Johann Timotheus Hermes,Allemagne,1738-05-31T00:00:00Z,1821-07-24T00:00:00Z,Piasecznik,Wrocław,Point(15.3 53.216666666),Point(17.03333 51.1)
http://www.wikidata.org/entity/Q114509,Scott O'Dell,États-Unis,1898-05-23T00:00:00Z,1989-10-15T00:00:00Z,Los Angeles,Mount Kisco,Point(-118.25 34.05),Point(-73.730555555 41.203888888)
http://www.wikidata.org/entity/Q105163,Auguste Friedrich Demmin,Empire allemand,1817-04-01T00:00:00Z,1898-06-17T00:00:00Z,Berlin,Wiesbaden,Point(13.383333333 52.516666666),Point(8.241361111 50.082083333)
http://www.wikidata.org/entity/Q132524,Ayn Rand,Empire russe,1905-02-02T00:00:00Z,1982-03-06T00:00:00Z,Saint-Pétersbourg,New York,Point(30.316666666 59.95),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q128560,Graham Greene,Royaume-Uni,1904-10-02T00:00:00Z,1991-04-03T00:00:00Z,Berkhamsted,Vevey,Point(-0.56 51.76),Point(6.85 46.466666666)
http://www.wikidata.org/entity/Q124633,Frederick Exley,États-Unis,1929-03-28T00:00:00Z,1992-06-17T00:00:00Z,Watertown,Q2166832,Point(-75.9064 43.9756),Point(-75.914722222 44.335833333)
http://www.wikidata.org/entity/Q128790,Georges Simenon,Belgique,1903-02-13T00:00:00Z,1989-09-04T00:00:00Z,Liège,Lausanne,Point(5.57568 50.64528),Point(6.633333333 46.533333333)
http://www.wikidata.org/entity/Q121180,Władysław Reymont,Deuxième république de Pologne,1867-05-07T00:00:00Z,1925-12-05T00:00:00Z,Kobiele Wielkie,Varsovie,Point(19.61667 51.03333),Point(21.033333333 52.216666666)
http://www.wikidata.org/entity/Q123078,Robert A. Heinlein,États-Unis,1907-07-07T00:00:00Z,1988-05-08T00:00:00Z,Butler,Carmel-by-the-Sea,Point(-94.335 38.258611111),Point(-121.923333333 36.555277777)
http://www.wikidata.org/entity/Q122358,Jeremias Gotthelf,Suisse,1797-10-04T00:00:00Z,1854-10-22T00:00:00Z,Morat,Lützelflüh,Point(7.11667 46.9167),Point(7.683333333 46.999722222)
http://www.wikidata.org/entity/Q126377,Lars Ahlin,Suède,1915-04-04T00:00:00Z,1997-03-11T00:00:00Z,Sundsvall,Stockholm,Point(17.285994257 62.395509191),Point(18.068611111 59.329444444)
http://www.wikidata.org/entity/Q127539,René Bazin,France,1853-12-26T00:00:00Z,1932-07-20T00:00:00Z,Angers,Paris,Point(-0.555555555 47.472777777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q116258,Victor Cherbuliez,France,1829-07-19T00:00:00Z,1899-07-01T00:00:00Z,Genève,Combs-la-Ville,Point(6.15 46.2),Point(2.563055555 48.661944444)
http://www.wikidata.org/entity/Q132524,Ayn Rand,République socialiste fédérative soviétique de Russie,1905-02-02T00:00:00Z,1982-03-06T00:00:00Z,Saint-Pétersbourg,New York,Point(30.316666666 59.95),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q131018,François Rabelais,France,1494-01-01T00:00:00Z,1553-04-19T00:00:00Z,Chinon,Paris,Point(0.242777777 47.166944444),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q101638,Mary Wollstonecraft,Royaume de Grande Bretagne,1759-04-27T00:00:00Z,1797-09-10T00:00:00Z,district londonien de Hackney,Londres,Point(-0.083333333 51.533333333),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q104081,Mickey Rooney,États-Unis,1920-09-23T00:00:00Z,2014-04-06T00:00:00Z,New York,Studio City,Point(-73.94 40.67),Point(-118.39526 34.14357)
http://www.wikidata.org/entity/Q120432,Jane Bowles,États-Unis,1917-02-22T00:00:00Z,1973-05-04T00:00:00Z,New York,Malaga,Point(-73.94 40.67),Point(-4.416666666 36.716666666)
http://www.wikidata.org/entity/Q114509,Scott O'Dell,États-Unis,1898-05-23T00:00:00Z,1989-10-15T00:00:00Z,Los Angeles,Mount Kisco,Point(-118.24368 34.05223),Point(-73.730555555 41.203888888)
http://www.wikidata.org/entity/Q123389,Robert Pinget,France,1919-07-19T00:00:00Z,1997-08-25T00:00:00Z,Genève,Tours,Point(6.15 46.2),Point(0.688333333 47.392777777)
http://www.wikidata.org/entity/Q122644,Lynd Ward,États-Unis,1905-06-26T00:00:00Z,1985-06-28T00:00:00Z,Chicago,Reston,Point(-87.65 41.9),Point(-77.346388888 38.954444444)
http://www.wikidata.org/entity/Q118057,Johann Timotheus Hermes,Allemagne,1738-05-31T00:00:00Z,1821-07-24T00:00:00Z,Piasecznik,Wrocław,Point(15.3 53.216666666),Point(17.03533 51.10773)
http://www.wikidata.org/entity/Q111673,Reinhold Solger,Allemagne,1820-01-21T00:00:00Z,1866-09-25T00:00:00Z,Szczecin,Washington,Point(14.555277777 53.424722222),Point(-77.036666666 38.895)
http://www.wikidata.org/entity/Q124527,James Thurber,États-Unis,1894-12-18T00:00:00Z,1961-11-02T00:00:00Z,Columbus,New York,Point(-82.983333333 39.983333333),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q105118,Sidney Sheldon,États-Unis,1917-02-11T00:00:00Z,2007-01-30T00:00:00Z,Chicago,Rancho Mirage,Point(-87.65 41.9),Point(-116.421111111 33.769166666)
http://www.wikidata.org/entity/Q123332,Alice Rivaz,Suisse,1901-08-14T00:00:00Z,1998-02-27T00:00:00Z,Rovray,Genthod,Point(6.766666666 46.783333333),Point(6.15 46.266666666)
http://www.wikidata.org/entity/Q127079,William Humphrey,États-Unis,1924-06-18T00:00:00Z,1997-08-20T00:00:00Z,Clarksville,New York,Point(-95.0525 33.6111),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q127332,Charlotte Brontë,Royaume-Uni de Grande-Bretagne et d'Irlande,1816-04-21T00:00:00Z,1855-03-31T00:00:00Z,Thornton,Haworth,Point(-1.8504 53.7898),Point(-1.955146 53.831502)
http://www.wikidata.org/entity/Q106740,Dorothy L. Sayers,Royaume-Uni,1893-06-13T00:00:00Z,1957-12-17T00:00:00Z,Oxford,Essex,Point(-1.257777777 51.751944444),Point(0.583333333 51.75)
http://www.wikidata.org/entity/Q129187,Patrick White,Australie,1912-05-28T00:00:00Z,1990-09-30T00:00:00Z,Londres,Sydney,Point(-0.1275 51.507222222),Point(151.2 -33.866666666)
http://www.wikidata.org/entity/Q96817,Werner Bräunig,République démocratique allemande,1934-05-12T00:00:00Z,1976-08-14T00:00:00Z,Chemnitz,Halle (Saale),Point(12.916666666 50.833333333),Point(11.971944444 51.483055555)
http://www.wikidata.org/entity/Q132589,Camilo José Cela,Espagne,1916-05-11T00:00:00Z,2002-01-17T00:00:00Z,Padrón,Madrid,Point(-8.6602504 42.7390228),Point(-3.691944444 40.418888888)
http://www.wikidata.org/entity/Q132524,Ayn Rand,République russe,1905-02-02T00:00:00Z,1982-03-06T00:00:00Z,Saint-Pétersbourg,New York,Point(30.316666666 59.95),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q121180,Władysław Reymont,Empire russe,1867-05-07T00:00:00Z,1925-12-05T00:00:00Z,Kobiele Wielkie,Varsovie,Point(19.61667 51.03333),Point(21.033333333 52.216666666)
http://www.wikidata.org/entity/Q113681,Israel Zangwill,Royaume-Uni,1864-01-21T00:00:00Z,1926-08-01T00:00:00Z,Londres,Midhurst,Point(-0.1275 51.507222222),Point(-0.74 50.985)
http://www.wikidata.org/entity/Q123080,Blaise Cendrars,Suisse,1887-09-01T00:00:00Z,1961-01-21T00:00:00Z,La Chaux-de-Fonds,Paris,Point(6.829558333 47.099627777),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q101529,Karl M. Baer,Israël,1885-05-20T00:00:00Z,1956-06-26T00:00:00Z,Bad Arolsen,Bat Yam,Point(9.016666666 51.377777777),Point(34.750277777 32.023055555)
http://www.wikidata.org/entity/Q96817,Werner Bräunig,Allemagne,1934-05-12T00:00:00Z,1976-08-14T00:00:00Z,Chemnitz,Halle (Saale),Point(12.916666666 50.833333333),Point(11.971944444 51.483055555)
http://www.wikidata.org/entity/Q124527,James Thurber,États-Unis,1894-12-08T00:00:00Z,1961-11-02T00:00:00Z,Columbus,New York,Point(-82.983333333 39.983333333),Point(-73.94 40.67)
http://www.wikidata.org/entity/Q128714,Jenő Rejtő,Hongrie,1905-03-29T00:00:00Z,1943-01-01T00:00:00Z,Budapest,Q4172892,Point(19.040833333 47.498333333),Point(39.385277777 50.750833333)
http://www.wikidata.org/entity/Q132111,Ango Sakaguchi,Japon,1906-10-20T00:00:00Z,1955-02-17T00:00:00Z,Préfecture de Niigata,Kiryū,Point(138.866666666 37.616666666),Point(139.330555555 36.405277777)
http://www.wikidata.org/entity/Q120578,Charlotte Armstrong,États-Unis,1905-05-02T00:00:00Z,1969-07-18T00:00:00Z,Q17127899,Glendale,Point(-87.8625 45.78055556),Point(-118.25 34.170833333)
http://www.wikidata.org/entity/Q115754,José Giovanni,Suisse,1923-06-22T00:00:00Z,2004-04-24T00:00:00Z,Paris,Lausanne,Point(2.351827777 48.856577777),Point(6.633333333 46.533333333)
http://www.wikidata.org/entity/Q105756,John Updike,États-Unis,1932-03-18T00:00:00Z,2009-01-27T00:00:00Z,Reading,Danvers,Point(-75.926111111 40.341666666),Point(-70.930555555 42.575)
http://www.wikidata.org/entity/Q106740,Dorothy L. Sayers,Royaume-Uni,1893-06-13T00:00:00Z,1957-12-17T00:00:00Z,Oxford,Witham,Point(-1.257777777 51.751944444),Point(0.6373 51.7978)
http://www.wikidata.org/entity/Q122370,Gottfried Keller,Suisse,1819-07-19T00:00:00Z,1890-07-15T00:00:00Z,Zurich,Zurich,Point(8.54 47.378611111),Point(8.54 47.378611111)
http://www.wikidata.org/entity/Q128837,Bryce Courtenay,Afrique du Sud,1933-08-14T00:00:00Z,2012-11-22T00:00:00Z,Johannesbourg,Canberra,Point(28.050277777 -26.145),Point(149.141666666 -35.302777777)
http://www.wikidata.org/entity/Q115483,Max Frisch,Suisse,1911-05-15T00:00:00Z,1991-04-04T00:00:00Z,Zurich,Zurich,Point(8.54 47.378611111),Point(8.54 47.378611111)
http://www.wikidata.org/entity/Q102034,Ronald Ross,Royaume-Uni,1857-05-13T00:00:00Z,1932-09-16T00:00:00Z,Almora,Londres,Point(79.67 29.62),Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q108941,Carrie Fisher,États-Unis,1956-10-21T00:00:00Z,2016-12-27T00:00:00Z,Beverly Hills,Ronald Reagan UCLA Medical Center,Point(-118.399444444 34.073055555),Point(-118.446 34.0664)
http://www.wikidata.org/entity/Q125175,Samuel Cornut,Suisse,1861-06-28T00:00:00Z,1918-05-01T00:00:00Z,Aigle,Thonon-les-Bains,Point(6.967222222 46.317222222),Point(6.479722222 46.370555555)
